[Danish],1,37,26.0,5,"September 23, 2017 ",God spise og frokost restaurant,"Holbaek, Denmark",God mad og fin og hurtig servering. Venligt personale. Og der serveres altid vand til. Fint sted at spise efter...More
[English],17,2,,5,1 week ago ,Friend’s dinner,,We had a dinner that exceeded my (high) expectations. 12 course menu where every course was different and surprising.
[English],17,38,10.0,5,4 weeks ago ,Great restaurant!,,"We ate lunch at På Skissernas when we visited Skissernas museum.
The staff was friendly and attentive. The atmosphere is Scandinavian modern with beautiful interior.
We had a lovely meal. It tasted great! It is on the pricey side. A main dish at lunch was...More"
[English],17,1,,5,5 days ago ,Excellent dinner,"Lund, Sweden","Lovely restaurant with a Nordic touch. Great food and service with an emphasis on local and seasonal produce and combinations of texture. We had fish and set menu respectively, everything was teriffic but especially the coconut dessert on offer."
[English],17,181,24.0,4,"April 28, 2017 ",Ok so it is getting bettet,"Lund, Sweden",Was back for a dinner engagement and finally I felt as things were what I would expect from the people behind this restaurant. We had some nice appetizers or even amus bush. 3 courses with a nice selection of wines. The service was attentive but...More
[English],17,178,22.0,5,"August 11, 2017 ",Superb food in a unique setting,"Lund, Sweden","We tried the 3 course medium size menu
Perfectly plated, innovative food pairings, great service; friendly and knowledgeable
I've always been a fan of the museum but the restaurant brings a new dimension to the experience
A real treat but a bit upscale, I think...More"
[English],17,17,3.0,4,"August 17, 2017 ",Very nice!,"Crowthorne, United Kingdom","Great setting and a minimalistic scandinavian interior with great views through large panoramic windows.
Food was delicious and nicely presented. Waiter friendly but him and his colleague had to work (too) hard; they simply didn't manage to keep up and things didn't run as 'smoothly'...More"
[English],17,129,35.0,5,"December 14, 2017 ",Fantastic food and service!,"Lund, Sweden","My friend and I had the set Christmas menu. The food was fantastic in presentation and taste. The menu is seasonal so check the website. Excellent bread and cream cheese as well, all made in house. The deep fried sourdough was a wonderful twist (literally)...More"
[English],17,98,16.0,4,"February 23, 2018 ",Modern Scandinavian cuisine,"Lund, Sweden","We visited På Skissernas for a Friday lunch and chose the dish of the day. Before the main course, we were served a small, very tasty salad and some amazing bread. The food was exciting, nicely presented and full of flavors. The small dessert served...More"
[English],17,181,33.0,5,"January 31, 2018 ",Elegantly served food with great taste ,"Malmo, Sweden","The food and ambient atmosphere was very good. I had the cod, and it was perfectly juicy and tasty. They bake their own bread which was so flavoury and nice. The waiter was good at advising on wine and he was also very attentive when...More"
[English],17,649,177.0,4,"January 5, 2018 ",Lunch at “På Skissernas”,"Pietarsaari, Finland","I was at lunch with my daughter at this nice restaurant. They have “Menu of the Day”, but my daughter preferred “A la Carte”, so we ordered that. I took “Pluma” a dish made of pork, wine and to dessert “Hjortron” Cloudberry); very delicious ....More"
[English],17,46,12.0,3,"March 17, 2018 ",Formal ,"Linkoping, Sweden","The modern building and the haute cuisine dominates. The place is not cosy or friendly. The acoustics is far from perfect, it's difficult to have a conversation. The meal tasted good though and hade interesting combinations of various tastes."
[English],17,181,24.0,3,"March 26, 2017 ",some parts great some not so great,"Lund, Sweden","Have been here a couple of times. For After Work drinks which was great with good value for money Champagne. For lunch which just like their sister restaurant mat och distillate was super good. We also went on a brunch which was terrible. Very expensive,...More"
[English],17,29,5.0,4,"May 27, 2017 ",Excellent lunch on the terrsce,,"Our first visit to this talked-about new restaurant in Lund. It's attached to Skissernas Museum, Lund's lovely and warmly recommended museum of sketches. 
We chose the Lunch of the Day. A very tasty chicken dish with asparagus. Pleasant service as well. We sat in the...More"
[English],17,3,,5,"November 14, 2018 ",What a find!,"San Diego, California","By day, I suspect this place is more of a coffee shop for the museum.  At night, they offer an variety of well prepared and interesting snacks, starters, main courses and desserts.  Our waiter, while swamped with two very large parties, was engaging and attentive...More"
[English],17,357,107.0,5,"November 15, 2017 ",A nice place,"Lund, Sweden",When you want to eat good food in a calm area where you can talk without the neighbours hear everything or with a lot of noise go here. Very friendly staff. Told us we could be sitting there also after closing time as they were...More
[English],17,17,1.0,5,"September 2, 2018 ",Fabulous lunch,"Hong Kong, China","Had the turbot for lunch, accompanied with a crispy white wine. The fish was absolutely delicious served with a fantastic sauce and freshly cooked vegetables. Highly recommended restaurant."
[English],17,214,59.0,4,"September 5, 2018 ",Very good lunch,"Lund, Sweden","The restaurant is located at the entrance of the museum. The style is quite modern, but neat and elegant.
The menu offers a bit limited selection for lunch, with the prices being on the high side.
I took the daily, which was a pork chop...More"
[Italian],1,1501,318.0,5,"November 22, 2018 ",Una sorpresa,"Trieste, Italy",Di solito i ristoranti dei musei offrono una cucina veloce di qualità medio bassa. Non è così al ristorante dello...More
[Russian],1,23,27.0,4,"February 16, 2017 ",Вкусно и суматошно,,"В обеденное время мест практически нет, официанты носятся, как ошалелые, сначала забыли принести хлеб и салат а потом чуть не...More"
[Swedish],66,1,1.0,5,1 week ago ,Avsmakningsmenyn,,"Vi tyckte detta var en lyxig och välkomponerad meny, säkert Lunds bästa avsmakningsmeny. Vi kände oss bortskämda med både service...More"
[Swedish],66,7,1.0,5,1 week ago ,Fantastisk mat och service!,"Lund, Sweden","Åt en helkväll med min sambo, hade barnvagn med oss och det var inga problem! Servicen var kunnig och ödmjuk....More"
[Swedish],66,1,1.0,5,1 week ago ,Absolut värt ett besök!,,Vi rekommenderar varmt avsmakningsmenyn och dess vinpaket! Rätterna är fantastiskt goda och välbalanserade i smakerna och vinerna passar mycket väl...More
[Swedish],66,1,1.0,5,1 week ago ,Perfekt helkväll med vänner,,"Som alltid välkomnande och personlig servering. Avsmakningsmeny som är komplex, modern ich välsmakande."
[Swedish],66,20,6.0,4,2 weeks ago ,Mer än prisvärd brunch,,"Ostron. Lax. Charkuterier. Sill. Scones. Rödbetssoppa. Sallader. Ost och sötsaker. Svenska smaker och europeiska. Och mycket, mycket mer. Det är...More"
[Swedish],66,1,1.0,5,2 weeks ago ,Fantastiskt besök,,Fantastiskt besök med väl utvalda drycker till en kreativ genomtänkt och mycket god mat. Trevlig och serviceminded personal.
[Swedish],66,1,1.0,4,3 weeks ago ,Middag,"Lund, Sweden","Åt ”Helkväll” med tillhörande vinpaket och var mycket nöjda. Intressant meny och välanpassade viner.
Rekommenderas!"
[Swedish],66,2,1.0,5,3 weeks ago ,En härlig kväll på Skissernas,,Åt en härlig avsmakningsmeny bestående av 12 små och mycket goda rätter! Höjdpunkterna var en ägg royal serverad som en...More
[Swedish],66,17,6.0,5,4 weeks ago ,Lyxig brunch i härlig lokal,"Bjarred, Sweden",En av de godaste bruncherna jag ätit på väldigt länge. Kvaliteten var genomgående hög på rätterna och stämningen i lokalen...More
[Swedish],66,1,,5,5 days ago ,Avsmakningsmeny,,"Fantastisk komponerad meny med väl anpassade viner. Glöm inte pannlampan och långkalsongerna.
Väl värt många besök.
Bröderna Hagström"
[Swedish],66,1,,5,6 days ago ,Helkväll på skissernas,,Det börjar bra med egg royale och en smarrig boll foi gras. Efter det kommer det en havskräfta på en...More
[Swedish],66,127,41.0,5,"April 13, 2018 ",Festlig lördagslunch,"Lund, Sweden",Vi gottade till det med en trerätters lördagslunch. Variant på gubbröra till förrätt (det var ingen röra utan ingredienserna låg...More
[Swedish],66,26,4.0,2,"April 26, 2017 ",Croissant med sill!!,,"Hur gott det än är med scones och croissanter så är det galet att servera det till sill, gravad lax,...More"
[Swedish],66,188,70.0,4,"April 30, 2017 ",Utmärkt brunch utan spring,"Lund, Sweden",Att bara få sitta vid bordet och se hur godsakerna kommer till dig vid bordet - så mycket bättre än...More
[Swedish],66,1,,5,"April 30, 2018 ",Fantastiskt,,Vi åt en 5 rätters middag. Alla  rätterna var en fröjd för öga och gom. Servicen var utmärkt.  Restaurangen ligger...More
[Swedish],66,26,2.0,5,"April 7, 2018 ",Perfekt service och mycket god mat,,Vi åt lunch och den var väldigt vällagad o god. Trevligt med en liten efterrätt till kaffet. Återkommer gärna hit.
[Swedish],66,42,7.0,4,"August 10, 2018 ",Kanske en fempoängare ändå...,"Lund, Sweden","Äntligen en restaurang som matchar både museet och läget. Maten är bra, personalen sagolikt lösningsfokuserad och om solen skiner sitter...More"
